tsne-3d-one,tsne-3d-two,tsne-3d-three,Prompt,Property
-16.43086,20.286514,5.5028715, Craft this text to evoke a sense of nostalgia for a bygone era.,Marketing
23.380474,0.7683688,19.47554, Find the absurdity and humor in the mundane rituals of daily work life.,Humor
18.448046,-2.1561916,21.031118, Rely on absurdist humor that completely defies logic or reason.,Humor
4.354438,-9.191088,34.672607, Expose the hypocrisy and superficiality of social media trends.,Satire
5.810179,2.5048277,36.686264, Gently mock the excesses and self-importance of the fitness industry. ,Satire
-27.455202,9.788911,-5.476458, Make this text resonate deeply with science fiction and fantasy enthusiasts.,Target Audience
-26.42893,1.6705412,-14.607052, Tailor this text to appeal to individuals interested in meditation and mindfulness. ,Target Audience
-26.914297,3.6754656,-9.569391, Target this text specifically to people obsessed with fashion and style.,Target Audience
-23.127884,-8.507693,-3.080777, Write this text in a way that affirms and celebrates different sexual orientations. ,Inclusivity
-20.192,-7.009659,-6.184314, Highlight the diversity of cultural backgrounds and experiences within this text. ,Inclusivity
-6.9236526,16.31134,-22.53898, Adapt this text to be easily understood by individuals with short attention spans.,Accessibility
-12.974324,14.51762,-18.855122, Adjust this text to be more accessible for individuals with limited vision. ,Accessibility
6.8689294,15.01468,13.962233," Translate this text into Italian, aiming for a romantic and lyrical tone.",Translation
0.43458802,20.616835,-9.3803625," Translate this text into Arabic, favoring a traditional and eloquent style. ",Translation
-2.3096054,10.503051,-9.427821, Rewrite this text as a casual email exchange between friends.,Formality
-0.6994089,10.537062,-17.704432, Compose this text as a formal business proposal.,Formality
12.559098,20.750914,4.7928457, Condense this text into a 6-word story. ,Conciseness
-0.46619838,3.2243648,-2.7132528, Expand this text into a multi-chapter novel.,Conciseness
9.464765,8.499541,-12.50186, Ensure this text has one central message that is repeated for emphasis.,Clarity
20.271118,14.49713,1.9848891, Introduce contradictory elements and tangents to make this text confusing.  ,Clarity
3.931082,-19.223988,0.011235764, Use imagery that emphasizes the sense of touch and texture.,Figurative Language
4.3928022,-5.3491216,2.7850888, Introduce jarring juxtapositions of sharply contrasting images.,Figurative Language
-13.428084,-16.210583,8.817079, Infuse this text with unwavering confidence and optimism.,Tone
-0.1926816,-0.83917373,26.007694, Make this text bristle with thinly-veiled sarcasm and passive aggression.,Tone
-6.198636,-4.244039,23.645256, Give this text a melancholic and wistful tone filled with longing.,Tone
-11.209787,-15.812234,10.837758, Rewrite this text to convey a bubbling sense of excitement and anticipation.,Tone
-22.215118,6.895986,9.401188, Rewrite this text from the point of view of a shadow.,Perspective
-25.286968,7.2760363,11.3380575, Rewrite this with from the perspective of a speck of dust floating in the air.,Perspective
-16.837244,14.895166,-0.4705188, Focus this text on the precise details of a religious or cultural holiday.,Specificity
19.763536,16.231012,-3.7675123," Make this text as vague and abstract as possible, avoiding specifics.",Specificity
5.0139813,26.309647,-2.311433, Pepper this text with words derived from Latin or Greek. ,Vocabulary
15.397737,17.59719,-17.74861, Limit this text to words commonly used by a young child.,Vocabulary
27.346085,-1.9917399,-16.218025," Use exclusively short, declarative sentences for a punchy effect. ",Sentence Structure
29.613039,-3.5338364,-5.3449144," Weave together long, flowing sentences that evoke a stream of consciousness.",Sentence Structure
12.939533,-24.648859,-13.103693, Draw attention to a seemingly insignificant detail about a person's appearance.,Emphasis
8.204798,-9.309034,-5.7519684, Introduce a symbol whose deeper meaning is gradually revealed throughout the text.,Emphasis
-8.077297,16.45095,13.206954, Reimagine this text as a fable or folktale with an animal protagonist.,Genre
-12.87259,12.7847395,21.506561, Convert this text into the opening lines of a cyberpunk novel.,Genre
19.539955,6.4743624,19.884527, Make this text resemble a stand-up comedian's observational routine. ,Genre
7.8446918,11.164021,20.828703, Transform this text into a dramatic monologue for a stage play.,Genre
0.7039237,16.666712,18.530376, Mimic the elegant and ornamental style of Jane Austen's novels.,Style
-16.212912,0.9507927,24.362057," Inject the fast-paced, action-oriented energy of a blockbuster movie script.",Style
17.240355,17.296875,12.399845," Give this text the disjointed, stream-of-consciousness feel of experimental poetry.  ",Style
-26.56301,-4.879517,10.120331, Channel the conversational tone of a friendly letter between old friends. ,Style
-9.854708,27.258411,0.4894146, Make this text sound like a letter written during the American Civil War era.,Historical
-5.8401837,24.27521,-5.6846304," Rewrite this text to resemble a cutting-edge, futuristic news article.",Historical
-12.372806,17.38511,-7.001038, Add a distinctly Southern American voice and sensibility to this text.,Regional
-20.861607,15.047887,-8.104801," Ground this text firmly in the atmosphere of a remote, coastal fishing town.",Regional
-3.9343138,4.5856614,-31.409983, Rewrite this text to resemble a software user manual.,Technical
-9.549066,2.6494539,-30.336071, Make this text read like a detailed architectural blueprint. ,Technical
0.45591915,28.671223,1.0561352," Make this text resemble a dusty, centuries-old text written on parchment.  ",Archaic
1.7828277,30.24742,-8.822556, Rewrite this text using slang popular in the 1920s.,Archaic
24.709246,16.896948,3.6214042, Add confusing loopholes and deliberately vague phrasing to this text.,Legal
3.4147906,14.138636,-22.645014, Make this text resemble a binding disclaimer written in clear and accessible language.,Legal
-12.387726,-8.792064,-17.573002, Center this text around highlighting the problem a product or service solves.,Marketing
-7.4624386,-29.353748,-7.51608, Rewrite this text to tap into people's fear of missing out (FOMO). ,Marketing
21.755665,-1.7978529,21.446703, Find the absurdity and humor in an otherwise serious political situation.,Humor
9.423454,-1.3999819,15.362889, Rely on dry wit and understatement to subtly create humor in this text.,Humor
8.748533,-9.967487,33.444145, Expose the absurdity of social media influencers with this text.,Satire
4.532072,5.067643,35.53137, Gently mock the excesses and self-importance of the art world. ,Satire
-23.921425,6.240377,-6.9152412," Make this text resonate deeply with sports fans, focusing on a specific sport. ",Target Audience
-24.82353,3.4808261,-15.783454, Tailor this text to appeal to individuals interested in gardening and landscaping.,Target Audience
-29.136854,1.7076157,-8.02944, Target this text specifically to people obsessed with horror movies. ,Target Audience
-25.29273,-8.7122555,-3.3922305, Write this text in a way that affirms and celebrates neurodiversity. ,Inclusivity
-19.310574,-7.9057136,-6.836367, Highlight the diversity of cultural backgrounds and upbringings present in our society. ,Inclusivity
-6.9236526,16.31134,-22.53898, Adapt this text to be easily understood by individuals with short attention spans.,Accessibility
-15.273085,14.631353,-20.613832, Adjust this text to be more accessible for individuals with dyslexia. ,Accessibility
-3.2022269,18.394554,-18.585018," Translate this text into Swahili, aiming for a direct and straightforward tone.",Translation
5.4418974,17.142122,11.762269," Translate this text into Icelandic, favoring a poetic and lyrical style. ",Translation
-5.023637,9.5099,-28.31925, Rewrite this text as if it were instructions scribbled on a crumpled cocktail napkin.,Formality
-2.4263744,12.674187,4.4345474, Compose this text to have the tone of a stern warning or cautionary label.,Formality
2.9886909,8.810248,-5.051568," Condense this text into a single, powerful advertising slogan.",Conciseness
-1.3924131,2.709415,-17.441963," Elaborate on this text, expanding it into a comprehensive encyclopedia entry.",Conciseness
13.398172,13.121369,-21.245375, Simplify this text so it could be understood by a young child.,Clarity
7.2684817,9.247838,2.5123236, Introduce ambiguity and open-ended questions to make this text enigmatic. ,Clarity
1.3047714,-21.267563,-2.8003051, Use imagery that evokes a strong visceral reaction (positive or negative). ,Figurative Language
12.284588,-19.750002,1.307336, Weave in recurring nature-based metaphors and similes.,Figurative Language
-13.897578,-13.026674,14.653885, Infuse this text with a sense of childlike wonder and naivete. ,Tone
-2.091798,5.5067487,30.603983," Make this text sound arrogant, snobbish, and self-important.",Tone
-2.8929827,-2.5427945,25.05172, Rewrite this text with a tone of quiet resignation and acceptance.,Tone
-6.124611,-25.175583,-0.83910555, Project an air of urgency and barely contained panic within this text. ,Tone
-19.980816,15.812774,5.104028, Rewrite this text from the point of view of a beloved childhood toy.,Perspective
-27.105577,4.834881,12.0213175, Rewrite this text from the perspective of a raindrop falling from the sky. ,Perspective
-19.481617,18.876884,0.43076354, Ground this text in the specific details of a memorable dream.,Specificity
17.303295,18.719494,-6.6096115," Remove any specific references, making this text completely universal and timeless.",Specificity
8.125128,24.438747,0.15390801, Inject this text with obscure and rarely used scientific terms.,Vocabulary
13.571711,16.713182,-17.926535,"  Limit this text to basic, easily recognizable sight words for young children.",Vocabulary
25.953865,-3.6052814,-17.437271," Use exclusively short, declarative sentences for a punchy, rapid-fire effect. ",Sentence Structure
27.66783,-7.3491936,-3.6677022,  Favor complex sentences with multiple clauses and rhythmic repetition.  ,Sentence Structure
12.719421,-23.028198,-8.657508, Draw attention to the significance of a particular sound within the text.,Emphasis
9.371641,-11.064551,-5.271055, Introduce a pattern or motif that is gradually revealed throughout the text.,Emphasis
-5.4581065,25.715801,12.000067, Reimagine this text as a heartwarming bedtime story for children. ,Genre
-11.956021,13.15993,21.722029, Convert this text into the opening lines of a dystopian science fiction novel.,Genre
18.986568,6.063454,19.381954, Make this text resemble a stand-up comedian's observational routine focused on the absurd.,Genre
-10.035999,6.7757006,20.8846," Transform this text into a short, intense horror story.",Genre
1.3183692,16.103628,15.521544," Mimic the elegant, poetic style of a Romantic-era writer.",Style
16.66446,18.98218,12.584072," Craft the text with the disjointed, experimental style of a Dadaist poem.",Style
-21.318813,-5.341837,8.692057," Give this text the confessional, vulnerable tone of a personal diary entry. ",Style
